commit_hash,message,parents,is_merge,modified_files,Rectifier_Needed,LLM_Prediction,Rectified_Message
2ff06e707ce79fe294fa85962ae6786662273d80,Update README.rst,['b51d6d79724ecd5e924a92f6077a77e0572b310d'],False,['README.rst'],Yes,Yes,Update applied: Update README.rst
7ec2b316420ee192445910e5aeb4805ee24d23e7,Update README.rst,['2ff06e707ce79fe294fa85962ae6786662273d80'],False,['README.rst'],Yes,Yes,Update applied: Update README.rst
10956a8e2a6a173908137cff68cd8e00f59ad2f3,"Memory usage at entering and leaving functions

When using timestamping, memory usage is now recorded when entering
and leaving functions. This provides for more accurate measurement at
these points.

mplot has been adapted to handle this new piece of information.",['bd5e9007c69d59fbadc7cb858ac56c96019746c5'],False,"['memory_profiler.py', 'mplot']",No,No,"Memory usage at entering and leaving functions

When using timestamping, memory usage is now recorded when entering
and leaving functions. This provides for more accurate measurement at
these points.

mplot has been adapted to handle this new piece of information."
f3ec782486a6db33118867f6c060a4ebdd8ec495,"Added ""clean"" action to maction

This action removes all profile files in the current directory.",['10956a8e2a6a173908137cff68cd8e00f59ad2f3'],False,['maction'],No,No,"Added ""clean"" action to maction

This action removes all profile files in the current directory."
b0071d302b6094a9ea0f1484f45615c964c8d9c2,"Merge branch 'master' into mprofile

Conflicts:
	memory_profiler.py","['f3ec782486a6db33118867f6c060a4ebdd8ec495', '7ec2b316420ee192445910e5aeb4805ee24d23e7']",True,[],No,No,"Merge branch 'master' into mprofile

Conflicts:
	memory_profiler.py"
5d241dad8b8c6979d66b73bd0fdb02d780240e4e,Corrected a small typo left after the merge.,['b0071d302b6094a9ea0f1484f45615c964c8d9c2'],False,['memory_profiler.py'],No,No,Corrected a small typo left after the merge.
4e967155282a2583e1d49b30a9b722166d96dad5,Update README.rst,['7ec2b316420ee192445910e5aeb4805ee24d23e7'],False,['README.rst'],Yes,Yes,Update applied: Update README.rst
92a30905d37ff88a5d959a7d0afc216b0471eb62,Override builtins,['4e967155282a2583e1d49b30a9b722166d96dad5'],False,['memory_profiler.py'],No,No,Override builtins
0af6a49662d148086c88b97833f2926aac1d77d3,Merge branch 'master' into mprofile,"['5d241dad8b8c6979d66b73bd0fdb02d780240e4e', '92a30905d37ff88a5d959a7d0afc216b0471eb62']",True,[],No,No,Merge branch 'master' into mprofile
6be0021673351d7a6687850056dfbbe9e705e49e,"Timestamps and memory usage stored in one file

Got rid of the _ts file for timestamp storage. The file format has
been changed just for this. It opens the possibility for many new
features (like per-process memory monitoring).",['0af6a49662d148086c88b97833f2926aac1d77d3'],False,"['memory_profiler.py', 'mplot', 'mprofile']",Yes,Yes,"Refactor/Change: Timestamps and memory usage stored in one file

Got rid of the _ts file for timestamp storage. The file format has
been changed just for this. It opens the possibility for many new
features (like per-process memory monitoring)."
31a3eae45eed3eae49a7c5b0aec9686da60ee76e,"Added ""list"" command to maction

And fixed a bad bug in maction (""rm"" wasn't working anymore).",['6be0021673351d7a6687850056dfbbe9e705e49e'],False,['maction'],Yes,Yes,"Bug fix: Added ""list"" command to maction

And fixed a bad bug in maction (""rm"" wasn't working anymore)."
7c71e32b69e44570da77e2a8fdf6225639118151,Added a workaround for matplotlib strange behaviour,['31a3eae45eed3eae49a7c5b0aec9686da60ee76e'],False,['mplot'],No,No,Added a workaround for matplotlib strange behaviour
fd8a891ce4e59dae8177408c983c18fee90ad7ca,"No memory_profiler args is transmitted

Invoked script used to received the memory_profiler options in sys.argv
in addition of their own. This is completely fixed now.",['92a30905d37ff88a5d959a7d0afc216b0471eb62'],False,['memory_profiler.py'],Yes,Yes,"Bug fix: No memory_profiler args is transmitted

Invoked script used to received the memory_profiler options in sys.argv
in addition of their own. This is completely fixed now."
1971740d19dde3be64bd1d3af7753b642bfbb42b,"Merge pull request #50 from pgervais/sys_argv_fix

No memory_profiler args is transmitted","['92a30905d37ff88a5d959a7d0afc216b0471eb62', 'fd8a891ce4e59dae8177408c983c18fee90ad7ca']",True,[],Yes,Yes,"Bug fix: Merge pull request #50 from pgervais/sys_argv_fix

No memory_profiler args is transmitted"
ed8281ab786f79800439a317a473fd1802517e13,Update README.rst,['1971740d19dde3be64bd1d3af7753b642bfbb42b'],False,['README.rst'],Yes,Yes,Update applied: Update README.rst
27bba76ec398765f0021c14249e1d40cd1e22886,Merge remote-tracking branch 'fabianp/master' into mprofile,"['7c71e32b69e44570da77e2a8fdf6225639118151', 'ed8281ab786f79800439a317a473fd1802517e13']",True,[],No,No,Merge remote-tracking branch 'fabianp/master' into mprofile
a05c9c132cc1debffb64fd606ce7fe8a5faf1420,"Add max_usage and retval kwargs to memory_usage()

The max_usage parameter modifies the behavior of the function so that it
only keeps track of the peak mem usage over the duration of the
profiling. This is useful for profiling very long running processes.

The retval parameter is for profiling Python functions. If set, the
return value of the profiled function will be kept and returned in a
tuple along with the memory usage.

Signed-off-by: cheesinglee <cheesinglee@gmail.com>",['ed8281ab786f79800439a317a473fd1802517e13'],False,['memory_profiler.py'],No,No,"Add max_usage and retval kwargs to memory_usage()

The max_usage parameter modifies the behavior of the function so that it
only keeps track of the peak mem usage over the duration of the
profiling. This is useful for profiling very long running processes.

The retval parameter is for profiling Python functions. If set, the
return value of the profiled function will be kept and returned in a
tuple along with the memory usage.

Signed-off-by: cheesinglee <cheesinglee@gmail.com>"
673f477fda944cb66e9ae557b6a59d61da97aab6,"Minor changes

Fixed stupid copy-paste error in external process part of memory_usage()

Add ret to docstring of memory_usage()

Signed-off-by: cheesinglee <cheesinglee@gmail.com>",['a05c9c132cc1debffb64fd606ce7fe8a5faf1420'],False,['memory_profiler.py'],Yes,Yes,"Bug fix: Minor changes

Fixed stupid copy-paste error in external process part of memory_usage()

Add ret to docstring of memory_usage()

Signed-off-by: cheesinglee <cheesinglee@gmail.com>"
d5201e1c9e03397ec7dd93322a682e76663ad643,Units of getrusage() seem to be different in OSX,['673f477fda944cb66e9ae557b6a59d61da97aab6'],False,['memory_profiler.py'],No,No,Units of getrusage() seem to be different in OSX
825f11296efbfed98ba7a812849edb18199ddc7d,test refactoring,['d5201e1c9e03397ec7dd93322a682e76663ad643'],False,['test/test_loop.py'],No,No,test refactoring
13e1192dfcc5d26d0c447a97a62d988d8ba791f6,"Fix for issue #52

module resource seems to give wrong measurements on some
cases.",['825f11296efbfed98ba7a812849edb18199ddc7d'],False,['memory_profiler.py'],Yes,Yes,"Bug fix: Fix for issue #52

module resource seems to give wrong measurements on some
cases."
9e4b963bbba463e83048fa209610a62a7661be2f,"Merge remote branch 'fabianp/master' into mprofile

Conflicts:
	memory_profiler.py
	test/test_loop.py

The resulting code has been only lightly tested. The new ""max_usage"" keyword
has not been tested, in particular.","['27bba76ec398765f0021c14249e1d40cd1e22886', '13e1192dfcc5d26d0c447a97a62d988d8ba791f6']",True,[],No,No,"Merge remote branch 'fabianp/master' into mprofile

Conflicts:
	memory_profiler.py
	test/test_loop.py

The resulting code has been only lightly tested. The new ""max_usage"" keyword
has not been tested, in particular."
d339c05826646ac3685d4623e87ad0646a9181fc,0.27 release,['13e1192dfcc5d26d0c447a97a62d988d8ba791f6'],False,['memory_profiler.py'],No,No,0.27 release
3b59db18b96651e4423e58ae52cf6c2ca5dd8216,Add refresh interval (-i)) option to %memit,['d339c05826646ac3685d4623e87ad0646a9181fc'],False,"['README.rst', 'memory_profiler.py']",No,No,Add refresh interval (-i)) option to %memit
8796d5ef9a86824670dfd9bfb3d742a236732ba6,"Merge branch 'mprofile' of github.com:pgervais/memory_profiler into pgervais-mprofile

Conflicts:
	memory_profiler.py","['3b59db18b96651e4423e58ae52cf6c2ca5dd8216', '9e4b963bbba463e83048fa209610a62a7661be2f']",True,[],No,No,"Merge branch 'mprofile' of github.com:pgervais/memory_profiler into pgervais-mprofile

Conflicts:
	memory_profiler.py"
627403aaf0b7bbad7fc608cc27adef98c44f3d44,refactoring,['8796d5ef9a86824670dfd9bfb3d742a236732ba6'],False,"['maction', 'mprof', 'setup.py']",No,No,refactoring
e8df9caf862b59d7b704b6318c068831275e632f,refactoring,['627403aaf0b7bbad7fc608cc27adef98c44f3d44'],False,"['README.rst', 'maction', 'mprof']",No,No,refactoring
9bfd761d3ea9929716d94fa055edcad8d196b0c0,refactoring,['e8df9caf862b59d7b704b6318c068831275e632f'],False,"['README.rst', 'mplot', 'mprof']",No,No,refactoring
9e79e9293fa7eab9223f8535e040bb02206d3810,BUG: make it work on OSX 10.8,['9bfd761d3ea9929716d94fa055edcad8d196b0c0'],False,['memory_profiler.py'],No,No,BUG: make it work on OSX 10.8
6fed905b88f819d7b197a0cfff00b494619f62b7,STY: pep8 and related fixes,['9e79e9293fa7eab9223f8535e040bb02206d3810'],False,['memory_profiler.py'],Yes,Yes,Bug fix: STY: pep8 and related fixes
f2b2550bdaa24b174c6101f819e0dac6ab4654b5,"Merge pull request #53 from dengemann/pep8_fixes

STY: pep8 and related fixes","['9e79e9293fa7eab9223f8535e040bb02206d3810', '6fed905b88f819d7b197a0cfff00b494619f62b7']",True,[],Yes,Yes,"Bug fix: Merge pull request #53 from dengemann/pep8_fixes

STY: pep8 and related fixes"
d851f99d144cb0bb64948c213fe12c6453a55c49,Fixed parameters handling on 'mprof plot',['f2b2550bdaa24b174c6101f819e0dac6ab4654b5'],False,['mprof'],Yes,Yes,Bug fix: Fixed parameters handling on 'mprof plot'
02f33b17f5f1863fb8d7311cf72b577df34e880c,"Merge pull request #54 from pgervais/parameter_fix

Fixed parameters handling on 'mprof plot'","['f2b2550bdaa24b174c6101f819e0dac6ab4654b5', 'd851f99d144cb0bb64948c213fe12c6453a55c49']",True,[],Yes,Yes,"Bug fix: Merge pull request #54 from pgervais/parameter_fix

Fixed parameters handling on 'mprof plot'"
55d975445327a742f953133bd4721ce176846cf1,remove code that uses the resource module (unused code),['02f33b17f5f1863fb8d7311cf72b577df34e880c'],False,['memory_profiler.py'],No,No,remove code that uses the resource module (unused code)
8d4d71859fbf46c3016570151f7ed6fbd112a3ab,Added documentation for the 'mprof' script,['55d975445327a742f953133bd4721ce176846cf1'],False,['README.rst'],No,No,Added documentation for the 'mprof' script
5752f3e1b522a00e88cf13f1651054a18eb818dd,"Updated some information, fixed a typo.",['8d4d71859fbf46c3016570151f7ed6fbd112a3ab'],False,['README.rst'],Yes,Yes,"Bug fix: Updated some information, fixed a typo."
318694d32e4d1a748388e39cbab465024df87b64,"Merge pull request #56 from pgervais/mprof_doc

Added documentation on mprof script","['55d975445327a742f953133bd4721ce176846cf1', '5752f3e1b522a00e88cf13f1651054a18eb818dd']",True,[],No,No,"Merge pull request #56 from pgervais/mprof_doc

Added documentation on mprof script"
adca2ed6ec160a3f35a00a9465b689158d742ca8,FIX: shebang line,['318694d32e4d1a748388e39cbab465024df87b64'],False,['mprof'],Yes,Yes,Bug fix: FIX: shebang line
03ff6c0b9eb907152ba97bc6ecbcb83a3e5b0610,Detect if it's a Python file and add the --python option automatically.,['adca2ed6ec160a3f35a00a9465b689158d742ca8'],False,['mprof'],No,No,Detect if it's a Python file and add the --python option automatically.
205ec4fa558971d4fdf950fef1599583de2ad63c,Add the option --nopython,['03ff6c0b9eb907152ba97bc6ecbcb83a3e5b0610'],False,['mprof'],No,No,Add the option --nopython
e1f143f37b84c0eb035e37a546903d465ed389b8,MB -> MiB. Thanks @ovillellas for reporting!,['205ec4fa558971d4fdf950fef1599583de2ad63c'],False,"['examples/numpy_example.py', 'memory_profiler.py', 'mprof']",No,No,MB -> MiB. Thanks @ovillellas for reporting!
9f89fad064deead5ac99d00bd7bce874be302da7,Tighter space in printed output,['e1f143f37b84c0eb035e37a546903d465ed389b8'],False,['memory_profiler.py'],No,No,Tighter space in printed output
a981185ff077c7cd3095a0b37f8d26ffce53792d,"Added --title option to 'mprof plot'

This option allows to set the title of figures created by 'mprof plot'.",['9f89fad064deead5ac99d00bd7bce874be302da7'],False,['mprof'],No,No,"Added --title option to 'mprof plot'

This option allows to set the title of figures created by 'mprof plot'."
78d4ef9f288d0f2be02059fd286e307cc9da7f61,"Got rid of numpy is read_mprofile_file

Numpy is still required for plotting, but only when pylab is used.",['a981185ff077c7cd3095a0b37f8d26ffce53792d'],False,['mprof'],No,No,"Got rid of numpy is read_mprofile_file

Numpy is still required for plotting, but only when pylab is used."
b4bbce73c438f9e343b228c9bcd45703ce15fac0,"Proper handling of empty profile files

When interrupting ""mprof run"", an empty file can be generated, which
caused problem with ""mprof plot"". A clear error message is now displayed
to the user.",['78d4ef9f288d0f2be02059fd286e307cc9da7f61'],False,['mprof'],No,No,"Proper handling of empty profile files

When interrupting ""mprof run"", an empty file can be generated, which
caused problem with ""mprof plot"". A clear error message is now displayed
to the user."
1e791ca55310f24e0565f421f024ec93c27ac3db,"Command line is saved in profile file

The full command line of what was run during the profiling is now
saved into the profile file. It is used to set the graph title with
'mprof plot'.",['b4bbce73c438f9e343b228c9bcd45703ce15fac0'],False,['mprof'],No,No,"Command line is saved in profile file

The full command line of what was run during the profiling is now
saved into the profile file. It is used to set the graph title with
'mprof plot'."
9eba5ee676ee01d8384638c69e2c129c835f6ace,"Plot all memory usage information

Memory usage when entering and leaving a function is now included
with the other measurements. This fixes some discrepancies between
brackets and curves when sampling frequency was low.

Add an option to prevent displaying of timestamps in plots
(mprof plot -n)",['1e791ca55310f24e0565f421f024ec93c27ac3db'],False,['mprof'],Yes,Yes,"Bug fix: Plot all memory usage information

Memory usage when entering and leaving a function is now included
with the other measurements. This fixes some discrepancies between
brackets and curves when sampling frequency was low.

Add an option to prevent displaying of timestamps in plots
(mprof plot -n)"
2fa5f90f97c79a7550521016ba2fe568a65143af,"'mprof run' writes continuously in file

Memory usage measurement are written to file directly, without waiting
for the monitored process to finish. This has several advantages:

- mprof memory usage is constant (no in-memory storage of measurement)
- allows for some basic on-line monitoring (using 'tail -f' on profile
  file)
- When the child process is killed, every measurement taken so far are
  accessible (which was not the case before)",['9f89fad064deead5ac99d00bd7bce874be302da7'],False,"['memory_profiler.py', 'mprof']",No,No,"'mprof run' writes continuously in file

Memory usage measurement are written to file directly, without waiting
for the monitored process to finish. This has several advantages:

- mprof memory usage is constant (no in-memory storage of measurement)
- allows for some basic on-line monitoring (using 'tail -f' on profile
  file)
- When the child process is killed, every measurement taken so far are
  accessible (which was not the case before)"
de1c88cdf2fe79a04b0f4e161cf4e6f275b17a6b,"Merge pull request #57 from pgervais/plot_options

Plot improvements","['9f89fad064deead5ac99d00bd7bce874be302da7', '9eba5ee676ee01d8384638c69e2c129c835f6ace']",True,[],Yes,Yes,"Improvement: Merge pull request #57 from pgervais/plot_options

Plot improvements"
8b232ec211f889e4e60c7efc687255955f4ddbae,Update README.rst,['de1c88cdf2fe79a04b0f4e161cf4e6f275b17a6b'],False,['README.rst'],Yes,Yes,Update applied: Update README.rst
d3bf1cdb645eb5478bae28cfdd0f924b8d1f58e6,"Merge branch 'master' of github.com:fabianp/memory_profiler

Conflicts:
	mprof","['2fa5f90f97c79a7550521016ba2fe568a65143af', '8b232ec211f889e4e60c7efc687255955f4ddbae']",True,[],No,No,"Merge branch 'master' of github.com:fabianp/memory_profiler

Conflicts:
	mprof"
7ab61c046b290971f81e5f83e21caf3fe0f67780,"[BUG] Fixed some bugs left by merging

And a bug preventing memory_usage() to be used with stream=None.",['d3bf1cdb645eb5478bae28cfdd0f924b8d1f58e6'],False,"['memory_profiler.py', 'mprof']",Yes,Yes,"Bug fix: [BUG] Fixed some bugs left by merging

And a bug preventing memory_usage() to be used with stream=None."
0174ffdf2226ea85ebba11b6f770d1e7659e6945,0.28 release,['7ab61c046b290971f81e5f83e21caf3fe0f67780'],False,['memory_profiler.py'],No,No,0.28 release
d2223b73de6e8e98da640bcf7907a11ec1d6be1b,"fixed issue 7 ""ignores last line""
also better solution for issue 8 ""strange behavior for growing dictionaries/tuples""
- trace_memory_usage() inside the loops no longer create list objects
- trace_memory_usage() currently saves first line of the function
- fixed line number count in show_results()",['0174ffdf2226ea85ebba11b6f770d1e7659e6945'],False,['memory_profiler.py'],Yes,Yes,"Bug fix: fixed issue 7 ""ignores last line""
also better solution for issue 8 ""strange behavior for growing dictionaries/tuples""
- trace_memory_usage() inside the loops no longer create list objects
- trace_memory_usage() currently saves first line of the function
- fixed line number count in show_results()"
0caa43eda3469ba4099945cd8c2edca66a3dbd2c,Use maximum memory usage for loops,['d2223b73de6e8e98da640bcf7907a11ec1d6be1b'],False,['memory_profiler.py'],No,No,Use maximum memory usage for loops
7db71ebee09e2b10d6f7143fca05248d2020b7a8,0.29 release,['0caa43eda3469ba4099945cd8c2edca66a3dbd2c'],False,['memory_profiler.py'],No,No,0.29 release
51adf6bf86b5a63aabca29b538c1822f754db63e,FIX: errors reported by flake8 (pyflakes + pep8),['7db71ebee09e2b10d6f7143fca05248d2020b7a8'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX: errors reported by flake8 (pyflakes + pep8)
c09c04a18e29479615ad937b47c3620bf07f5133,"Merge pull request #60 from ogrisel/flake8

FIX: errors reported by flake8 (pyflakes + pep8)","['7db71ebee09e2b10d6f7143fca05248d2020b7a8', '51adf6bf86b5a63aabca29b538c1822f754db63e']",True,[],Yes,Yes,"Bug fix: Merge pull request #60 from ogrisel/flake8

FIX: errors reported by flake8 (pyflakes + pep8)"
183a4bc9de7b512eef49a38968d618aed7750d5d,"use max_usage=True in %memit (less memory consumption)

Also some refactoring",['c09c04a18e29479615ad937b47c3620bf07f5133'],False,['memory_profiler.py'],No,No,"use max_usage=True in %memit (less memory consumption)

Also some refactoring"
369f940a34dcb148cccb8799c6741bb450229236,Better output of %memit,['183a4bc9de7b512eef49a38968d618aed7750d5d'],False,['memory_profiler.py'],No,No,Better output of %memit
317a93ac3de7589592e6dac8e09154195b2e47d9,fix typo in stdout template,['369f940a34dcb148cccb8799c6741bb450229236'],False,['memory_profiler.py'],Yes,Yes,Bug fix: fix typo in stdout template
6bbda1e23705d0889469e35e4286c897027e3cd7,"Merge pull request #62 from iandyh/master

fix typo in stdout template","['369f940a34dcb148cccb8799c6741bb450229236', '317a93ac3de7589592e6dac8e09154195b2e47d9']",True,[],Yes,Yes,"Bug fix: Merge pull request #62 from iandyh/master

fix typo in stdout template"
1da5ed8b34cb5d7dded80cbf4fce1108d7b1760b,version 0.30,['6bbda1e23705d0889469e35e4286c897027e3cd7'],False,['memory_profiler.py'],No,No,version 0.30
4b1d470323ad9963757d05f3801b7933c55aa119,#63 Run original trace callback also. Restore original trace callback once LineProfiler is disabled.,['1da5ed8b34cb5d7dded80cbf4fce1108d7b1760b'],False,['memory_profiler.py'],No,No,#63 Run original trace callback also. Restore original trace callback once LineProfiler is disabled.
9f91aa03aaf45d73ee32586a054a5f0044fae7ef,FIX: make it possible to call memory_usage on functions with anonymous args,['4b1d470323ad9963757d05f3801b7933c55aa119'],False,"['Makefile', 'memory_profiler.py', 'test/test_import.py', 'test/test_memory_usage.py']",Yes,Yes,Bug fix: FIX: make it possible to call memory_usage on functions with anonymous args
34e7f9b9aac5acb612f12a6d32c9cfacf38df777,"Merge pull request #65 from ogrisel/memory-usage-anonymous-args

FIX: make it possible to call memory_usage on functions with anonymous args","['4b1d470323ad9963757d05f3801b7933c55aa119', '9f91aa03aaf45d73ee32586a054a5f0044fae7ef']",True,[],Yes,Yes,"Bug fix: Merge pull request #65 from ogrisel/memory-usage-anonymous-args

FIX: make it possible to call memory_usage on functions with anonymous args"
6de83c296a9d7ca2d6c55aee19a4285674fd8dd1,"FIX: Change `itervalues`, `iteritems` to `values`, `items` to work on both Python 2 and Python 3..",['34e7f9b9aac5acb612f12a6d32c9cfacf38df777'],False,"['memory_profiler.py', 'mprof']",Yes,Yes,"Bug fix: FIX: Change `itervalues`, `iteritems` to `values`, `items` to work on both Python 2 and Python 3.."
1e911e3dff9efd9c1822e7695024a3af2dc80726,"Merge pull request #67 from ZhanruiLiang/master

FIX: Change `itervalues`, `iteritems` to `values`, `items` to work on bo...","['34e7f9b9aac5acb612f12a6d32c9cfacf38df777', '6de83c296a9d7ca2d6c55aee19a4285674fd8dd1']",True,[],Yes,Yes,"Bug fix: Merge pull request #67 from ZhanruiLiang/master

FIX: Change `itervalues`, `iteritems` to `values`, `items` to work on bo..."
b38cc15febd6c3de49f878a88024e83be84ba6ff,Profile nested functions,['1e911e3dff9efd9c1822e7695024a3af2dc80726'],False,"['memory_profiler.py', 'test/test_nested.py']",No,No,Profile nested functions
f6924d68df5b05bd3f31d5c02c62c032d7e97b86,Add include_children parameter when creating MemTimer object for external processes. Fix #69,['1e911e3dff9efd9c1822e7695024a3af2dc80726'],False,['memory_profiler.py'],Yes,Yes,Bug fix: Add include_children parameter when creating MemTimer object for external processes. Fix #69
3b25886d0a3ec3b089826b42af71ee481cd5bde9,return mem avoids entering the next block. This is not en if else case,['f6924d68df5b05bd3f31d5c02c62c032d7e97b86'],False,['memory_profiler.py'],No,No,return mem avoids entering the next block. This is not en if else case
3fa7aafb0ac9c05c83fd9726ba1ffd6a7c27ec82,"Merge pull request #70 from guillermo-carrasco/master

Add include_children parameter when creating MemTimer object for external processes","['1e911e3dff9efd9c1822e7695024a3af2dc80726', '3b25886d0a3ec3b089826b42af71ee481cd5bde9']",True,[],No,No,"Merge pull request #70 from guillermo-carrasco/master

Add include_children parameter when creating MemTimer object for external processes"
2e38041201d3653e562a751cc2926658e1c3c33d,0.31 release,['3fa7aafb0ac9c05c83fd9726ba1ffd6a7c27ec82'],False,['memory_profiler.py'],No,No,0.31 release
8ecc4dab2224c69b02e2593e28d40ba903190419,merged from fabian HEAD,"['642d0bc98d47855e525996af3dc535bb31fae7e9', '2e38041201d3653e562a751cc2926658e1c3c33d']",True,[],No,No,merged from fabian HEAD
9cafafa1ba117e2784f49d16afeb5721f431afc7,tweak to legend placement,['8ecc4dab2224c69b02e2593e28d40ba903190419'],False,['mprof'],No,No,tweak to legend placement
e3bc89a70d44ad1733d0037ac1e33dbe3d4fa60c,removed dead code,['9cafafa1ba117e2784f49d16afeb5721f431afc7'],False,['mprof'],No,No,removed dead code
74c6d0408248d91e91e5b12fe674811a3a8d3a62,ENH: magic cmd option to set include_children=True,['2e38041201d3653e562a751cc2926658e1c3c33d'],False,['memory_profiler.py'],No,No,ENH: magic cmd option to set include_children=True
b59c898928bf709febd21ca3ab6a58f62ddc4a04,"remove double import warnings

seems that warnings is already imported at the top level of the module",['2e38041201d3653e562a751cc2926658e1c3c33d'],False,['memory_profiler.py'],No,No,"remove double import warnings

seems that warnings is already imported at the top level of the module"
364c3ef9e22acc0391d93fcc59c7ba24583a2cd7,"Merge pull request #80 from peter1000/patch-1

remove double import warnings","['2e38041201d3653e562a751cc2926658e1c3c33d', 'b59c898928bf709febd21ca3ab6a58f62ddc4a04']",True,[],No,No,"Merge pull request #80 from peter1000/patch-1

remove double import warnings"
58df1969abff7df427a6922112e10bfd4caec54c,"Inconsistent indentation: previous line used spaces, this line uses tabs",['364c3ef9e22acc0391d93fcc59c7ba24583a2cd7'],False,['test/test_as.py'],No,No,"Inconsistent indentation: previous line used spaces, this line uses tabs"
bda8664d404044742544936d9a223cf9520e6982,"Merge pull request #81 from peter1000/patch-1

Inconsistent indentation: previous line used spaces, this line uses tabs","['364c3ef9e22acc0391d93fcc59c7ba24583a2cd7', '58df1969abff7df427a6922112e10bfd4caec54c']",True,[],No,No,"Merge pull request #81 from peter1000/patch-1

Inconsistent indentation: previous line used spaces, this line uses tabs"
ba8ada6c94ca0ebac7366a43c3ac2211f20206ad,explicitly fail if psutil is missing and include_children is True,['74c6d0408248d91e91e5b12fe674811a3a8d3a62'],False,['memory_profiler.py'],No,No,explicitly fail if psutil is missing and include_children is True
1f9f63aedb233c74ed8a0f98756b1fb8052f31fd,FIX: bad test for the detection of the -c flag,['ba8ada6c94ca0ebac7366a43c3ac2211f20206ad'],False,['memory_profiler.py'],Yes,Yes,Bug fix: FIX: bad test for the detection of the -c flag
f1b961525eddc11c001300844519bf92872dfe6a,"Merge pull request #72 from ianozsvald/mplot_legend_fix

Mplot legend fix","['bda8664d404044742544936d9a223cf9520e6982', 'e3bc89a70d44ad1733d0037ac1e33dbe3d4fa60c']",True,[],Yes,Yes,"Bug fix: Merge pull request #72 from ianozsvald/mplot_legend_fix

Mplot legend fix"
5ade0faf090fe4aa8b06222bf56e56d2e8475ff4,"Merge pull request #78 from ogrisel/include_children-magic

[MRG] ENH: magic cmd option to set include_children=True","['f1b961525eddc11c001300844519bf92872dfe6a', '1f9f63aedb233c74ed8a0f98756b1fb8052f31fd']",True,[],No,No,"Merge pull request #78 from ogrisel/include_children-magic

[MRG] ENH: magic cmd option to set include_children=True"
1692b503eeb4c7f4176f1b275963001c31d7a3c6,"Merge pull request #68 from immerrr/profile-nested-functions

Profile nested functions","['5ade0faf090fe4aa8b06222bf56e56d2e8475ff4', 'b38cc15febd6c3de49f878a88024e83be84ba6ff']",True,[],No,No,"Merge pull request #68 from immerrr/profile-nested-functions

Profile nested functions"
3689a28b6eac9bef291e95e7b972cb8a05198956,Remove unused code (thanks @peter1000),['1692b503eeb4c7f4176f1b275963001c31d7a3c6'],False,['memory_profiler.py'],No,No,Remove unused code (thanks @peter1000)
f91780a59eed60bcb20787754ae893282c8998b5,"Replace psutil methods deprecated on v2.0.0

- Replaced deprecated psutil.get_memory_info() by
psutil.memory_info()",['3689a28b6eac9bef291e95e7b972cb8a05198956'],False,['memory_profiler.py'],No,No,"Replace psutil methods deprecated on v2.0.0

- Replaced deprecated psutil.get_memory_info() by
psutil.memory_info()"
155765b696cd5c50851dc2a53bdd50ab5951f822,Added backward compatibility for psutil < 2.0.0,['f91780a59eed60bcb20787754ae893282c8998b5'],False,['memory_profiler.py'],No,No,Added backward compatibility for psutil < 2.0.0
b0b4a3caa5f738b80899381411e8d93ac83c0928,"Merge pull request #83 from trein/master

Replaced psutil methods deprecated on v2.0.0","['3689a28b6eac9bef291e95e7b972cb8a05198956', '155765b696cd5c50851dc2a53bdd50ab5951f822']",True,[],No,No,"Merge pull request #83 from trein/master

Replaced psutil methods deprecated on v2.0.0"
baf0fccd7a098742c2ed9e94c9be183c841fa86d,"Parameterize @profile decorator with precision

Add precision parameter to @profile decorator to specify precision if import is
used instead of -m memory_profiler",['b0b4a3caa5f738b80899381411e8d93ac83c0928'],False,"['Makefile', 'README.rst', 'memory_profiler.py', 'test/test_precision_command_line.py', 'test/test_precision_import.py']",No,No,"Parameterize @profile decorator with precision

Add precision parameter to @profile decorator to specify precision if import is
used instead of -m memory_profiler"
186799b23eb2a49623ee8dadbf9d13f68205f08a,added SpeedIT to: Projects using memory_profiler,['b0b4a3caa5f738b80899381411e8d93ac83c0928'],False,['README.rst'],No,No,added SpeedIT to: Projects using memory_profiler
9aea3ecf7bd84258a27f4750f0ef82f5b2cabff0,"Merge pull request #85 from peter1000/patch-1

added SpeedIT to: Projects using memory_profiler","['b0b4a3caa5f738b80899381411e8d93ac83c0928', '186799b23eb2a49623ee8dadbf9d13f68205f08a']",True,[],No,No,"Merge pull request #85 from peter1000/patch-1

added SpeedIT to: Projects using memory_profiler"
3247a33c21bcb1a3a465dd2f915c8cc9a75ff62c,Change parameter name to avoid name conflict,['baf0fccd7a098742c2ed9e94c9be183c841fa86d'],False,['memory_profiler.py'],Yes,Yes,Refactor/Change: Change parameter name to avoid name conflict
40963ebdeb2874eab00ad1dac5ee181cde0f7455,import setuptools because I love `python setup.py develop`,['3689a28b6eac9bef291e95e7b972cb8a05198956'],False,['setup.py'],No,No,import setuptools because I love `python setup.py develop`
3d44876ae8979b1a2c7f94b5acd3135a59529a44,IPython memory usage,['40963ebdeb2874eab00ad1dac5ee181cde0f7455'],False,['README.rst'],No,No,IPython memory usage
